"Фильм
","Рецензия
",Оценка
Начало,"О новом творении Кристофера Нолана не слышал, разве что, самый-самый ленивый человек, категорично отторгающий все происходящее вокруг. Интригующий сценарий, талантливейшая режиссура, отличный актерский состав - все, что нужно для приятного похода в кинотеатр. И, что тут таить, фильм воистину получился отличнейший, просто превосходный.

Актерская игра, безусловно, очень и очень хороша. Отдельно, опять-таки, хочется отметить Леонардо ДиКаприо - в роли Дома Кобба он смотрится действительно восхитительно.

Саундтрэк тоже выше всяких похвал. Хотя что еще можно было ожидать от Ханса Циммера, чьи великолепные музыкальные сопровождения можно слышать чуть ли ни в каждом втором кинохите.

Сценарий, затрагивающий такую необъятную тему, как сны, так и вовсе, способен затмить все и вся, ибо обладает неимоверной глубиной и шириной размаха. Порой, он даже не стесняется поставить зрителя в ступор на секунду другую, не давая ни секунды на промедление - восхитительное чувство.

Однако, пусть и колода 'козырей' данного статного и стройного представителя кинематографа на этом не заканчивается, есть все-таки во всем этом одно небольшое 'но' - дурацкая и навязчивая идея, что чего-то не хватает никак не хочет покидать мою безумную голову, а чувство абсолютного восторга никак не выказывает своего присутствия.

Казалось бы, к чему придираться-то, ведь все исполнено на высшем уровне? Даже я сам не могу дать себе ответ на этот вопрос. Возможно, и я склонен верить именно в это, что дело в моих личных пристрастиях, и не более того.

Да и какая разница, ведь достоинств фильма это ни коим образом не умоляет. 'Начало' - несомненно, отличное кино, (хоть и, на мой взгляд, все же не дотягивающее до звания *шедевр*) сумевшее объединить в себе таких редких соседей, как зрелищность и интересный, оригинальный сюжет. Долгожданный умный блокбастер.",0
Начало,"Сегодня я в седьмой раз пересмотрела этот фильм. Титры еще идут на фоне, а я полна уверенности, что мне просто физически необходимо написать отзыв о нем.

Сказано было много : от жесточайшей критики до неуемных восторгов. Каждая точка зрения имеет право на существование, но я могу сказать точно: этот фильм навсегда останется в моем сердце, сколь бы патетично это ни звучало. Еще летом 2010, первый раз посмотрев в кинотеатре, он произвел на меня неизгладимое впечатление. И это неудивительно: Кристофер Нолан поработал действительно на славу!

И не он один. Во-первых, я боготворю саундтрек к этому фильму. Как бы хотелось лично выразить благодарность Хансу Циммеру за захватывающую дух и держащую весь фильм в напряжении музыку! Без нее фильм 'Начало' был бы совсем не таким, в этом нет никаких сомнений.

Во-вторых, хотелось бы отметить игру актеров. Все сыграли на отлично, но больше всего меня тронула роль Киллиана Мёрфи, а в особенности финальная сцена. Лео Ди Каприо в роли убитого горем вдовца все равно хорош, что бы ни говорили о схожести с его ролью в Острове проклятых.

Я не вижу смысла дальше раскладывать по полочкам все то, о чем было не раз сказано: умопомрачительные спецэффекты, проработанность каждой сцены, большое количество деталей, которые взаимосвязаны и которые невозможно понять после одного просмотра. Это единственный фильм, на который я ходила в кинотеатр пять раз и ничуть об этом не жалею! Ведь даже сейчас, дома, прекрасно зная, что у фильма открытый финал, и камера выключится слишком рано, я изо всех сил сжимаю кулаки и надеюсь на чудо.

Премного благодарна создателям за это замечательное кино. Спасибо за непередаваемые эмоции и бешено колотящееся сердце в финале. Однозначно,
",0
Начало,"Трудно передать даже малую часть тех чувств, эмоций и мыслей, что вызвал этот фильм. Я помню, как выходила из зала после «Тёмного рыцаря». Меня ослепил яркий солнечный свет, но я не могла понять, где нахожусь: в реальности или ещё там, в фильме...это было полное погружение в другую реальность… Когда же закончилось «Начало», я попыталась спрятать всё увиденное в уголок своей памяти, но не очень глубоко, чтобы вспомнить… И целый день у меня звучала эта музыка в ушах и перед глазами стояли лица главных героев…

О потрясающей съёмке, удивительной фантасмагории «архитектуры снов» многое написали, так что не буду повторятся. Но почему-то помимо темы сна, идеи, её «внедрения» и «извлечения», мне очень хотелось понять, почему же человек, живя в созданном им мире вместе с любимым человеком хочет вернуться в «реальность». Ради детей, близких ему людей? Чтобы быть рядом с ними? Ведь созданный им мир был своеобразным раем, местом, полным гармонии и счастья. Почему же человеку вообще так важна «реальность»? И что это такое для него? Синоним правды?

Сначала меня удивило, что сны главных героев так похожи на наш реальный мир, но ведь в том и смысл, что они стремятся быть «настоящими», а не сказкой и не выдумкой. Оказалось, что сны – это подсознательное и сознательное вместе, ведь можно управлять ими. На протяжении всего фильма мне казалось, что я вижу удивительный калейдоскоп, первое впечатление, а детали… их так много, что трудно всё уловить. Но это было красиво: и пространства невесомости, и брызги волн, и ледяные шапки гор, и бесконечные лестницы, и создаваемые, словно из песка, здания и улицы. А музыка... какая ледянящая музыка!

Это почти единственная роль, в которой я видела ДиКаприо после «Титаника». И столько боли, смятения, надежды, вины, раскаяния, веры, любви и понимания было в его игре, что она – вне комментариев. Просто не смогли оставить равнодушными строгий и харизматичный Джозеф Гордон-Левитт и сообразительная и чуткая Эллен Пейдж, а также Том Харди, Кен Ватанабе и Киллиан Мёрфи. Потрясающая игра.

Когда фильм подходил к концу, хотелось, чтобы он продолжался. Ведь сны, наши грёзы на грани сознания – это часть нас, неуловимая, меняющаяся и необъяснимая. Сны в нашей жизни. Сон внутри сна. А может быть сон – это вторая жизнь, где мы играем другие роли? И что он даёт нам – внутреннее освобождение или определяет наш выбор, заронив глубоко-глубоко в нашем сознании «идею»?

«Начало» привносит что-то новое в привычные события и ощущения. Обогащает. Удивляет. Радует глаз. Задаёт вопросы. Заставляет задуматься.

Так остановился ли волчок? Как вы думаете?",0
Начало,"Фильм идет два с половиной часа. И всё это время он держит в напряжении, но что еще более необычно, держит в непонимании. Реально осознать весь замысел Кристофера Нолана получается лишь где-то на середине фильма, когда герой Леонардо Ди Каприо объясняет всю суть процесса проникновения в человеческие сны.

Скажу вам сразу, ничего подобного раньше не только не снимали, но даже и не пытались снять. Нолан, как всегда, великолепен. Выступая как сценарист и режиссер фильма, он не упускает ни одной мелочи. Любая деталь в фильме имеет под собой основание и логическое объяснение.

Но, пожалуй, самым приятным фактом является то, что, впрочем, свойственно всем фильмам Кристофера Нолана. Вы не просто смотрите зрелищный боевичок с кучей спецэффектов и взрывов, как это обычно бывает. Фильм заставляет вас думать. Причем, нужно изрядно подумать, чтобы понять, в чем вообще заключается сюжет.

Немного непривычно смотреть «Начало» без участия Кристиана Бейла, который как-то «прописался» в фильмах Нолана. Здесь его место занимает Ди Каприо. Впрочем, присутствуют Майкл Кейн и Киллиан Мёрфи, известные вам по «Бэтмену: Начало» и «Темному Рыцарю.»

В этом фильме уникальна сама идея, положенная в основу сценария. Что вообще такое наши сны? Ведь во сне мозг способен практически на всё в отличие от состояние бодрствования. Нолан погружается гораздо дальше: есть несколько подуровней сна, сон во сне, где время течет гораздо медленнее, чем на предыдущем уровне и, тем более, в реальности.

10 из 10",0
Начало,"Наше подсознание таит в себе много секретов. Оно как лабиринт, где собрано все, что мы видим, слышим и чувствуем в реальной жизни. Поэтому наверное этот фильм в переводе на русский называется 'Начало'. Каждый хочет вернуться к своим истокам и эта история посвящена возвращению главного героя к своей семье.

Фильм довольно сложный, запутанный. Он для тех, кто может потратить 2 с половиной часа своего времени на распознавание перипетий сюжетной линии. Да и для тех, кто смотрит вдумчиво и напряженно не все будет понятно, например, в самой технологии производства снов - получается, что герои не только могли конструировать сны, но и управлять своими снами, тогда почему они испытывали боль, получали раны и т.п.? они ведь могли всего этого избежать? Намудрили и с технологией сон во сне... Хотя безусловно кадры с машиной падающей 20 минут впечатлили.

Спецэффекты на высоте. Сама задумка необычна очень. Сразу верится, что такое изобретение появится и в нашей жизни, ведь все, что когда-либо казалось фантастикой теперь наша реальность. Только нужно ли нам это? Хотя многим было бы интересно пообщаться со своими призраками из подсознания и кое что узнать о себе.",0
Начало,"Люблю все фильмы Кристофера Нолана без исключения. Поэтому ждал 'Inception' (с легкой руки российских прокатчиков переименованный в 'Начало') с нетерпением. Теперь уже можно сказать - фильм удался. И превзошел все мои ожидания. Я еще раз убедился, что Нолан не только талантливый режиссер но и великолепный сценарист. Сюжет поражает воображение, и не даст расслабиться ни на минуту - это кино не для просмотра с поп-корном. Спецэффекты и головокружительные трюки (большинство из которых выполнены вживую) на высоте, саундтрек неподражаемого Ханса Циммера гармонично дополняет визуальный ряд. Этот фильм стоит посмотреть хотя бы ради блестящего актерского состава - Леонардо ДиКаприо, Джозеф Гордон-Левитт, Марион Котийяр, Майкл Кейн и прекрасная Эллен Пейдж ;) Невероятно трудно рассказать, какой замечательный это фильм, нужно увидеть это самому. Я же вношу 'Начало' на первое место среди любимых фильмов. Внедрение произошло успешно.

10 из 10",0
Начало,"Я читал об этом фильме ещё зимой, после этого сразу забыл о нём до июня. В июне опять наткнулся на него на одном форуме, опять посмотрел на постер, прочитал описание и подумал: «Шоза балин фантастическая муть? Не пойду на него.», потом, пару дней назад, я увидел рейтинг, челюсть отпала и вместо того что бы вчера заплатить за инет, я пошёл в кино.

Многие современные фильмы создаются по некому шаблону, можно предугадать слово или целую фразу, что дальше произойдёт, чем закончится фильм (Кристофер Нолан один из тех режиссёров/сценаристов, до которого сразу дошло, что успех фильма зависит на 50% процентов от хорошего сценария. Фильм вышел полностью непредсказуемым, ты всё время в напряжении и плевать на то что продолжительность почти два с половиной часа, ведь такое редко увидишь...

«Начало» — головоломка, которой я ещё не видел (разве что «Остров проклятых»), в конце фильма тебе сложно понять, где была реальность, а где сон(или всё происходящее было сном, проделкой подсознания Кобба?).

Все актёры сосчитаются отлично, каждый из них превосходно дополнил фильм собою, Ханс Циммер справился с ролью композитора на 200%.. Спецэффекты — это отдельный шедевр, сон бы никто так не отразил, как «архитекторы» этого фильма..

Рекомендую сходить на этот фильм тем, кто любит запутанные сюжеты и ставлю произведению 9(за нешаблонность сюжета, за актёрский состав, муз. сопровождение, спецэффекты) + 1(за предоставленную режиссёром возможность понять каждому для себя этот фильм по своему — у каждого сложилось своё впечатление, где был сон, а где реальность), итого 10 балов!

Не зря на тут первое место в топе, оригинальности в фильме нет предела...

А вот сейчас реальность? Или это моё воображение? А может наши воспоминания на «внедрены» и реальность не такая, какой кажется?",0
Начало,"Постараюсь кратко и по-существу.

Хочу начать эту рецензию с того, что сходство с Матрицей я ощутил минимальное. Многие думают, что суть заключалась в альтернативном мире, который находиться у нас в голове. И само собой разумеется, появляются избранные осознающие реальность, способные подстраивать мир снов под себя.

Об этом говориться в первых 15ти минутах, да. Дальше речь шла даже не о самих сновидениях как таковых, все это отбросили на задний план, как место действия и не более. О чем нам хотели сказать - это то, с какой легкостью нам постоянно сажают семечко чужой мысли самые обычные люди, которые на нас влияют каким-либо способом. Так глубоко, что мы и не знаем о том, кому оно в действительности принадлежит. Идея растет и эволюционирует у нас в голове большим деревом. Она может полностью нас поменять, или будет уничтожена здравым смыслом в нашего разума. Как если запихнуть просто дерево - оно не приживется сразу же. Нужна череда этапов развития.. У всего есть начало, а конец наступает по определению.

Кобб. Такой же как и все. Он эгоист, который ради себя готов направлять жизнь людей в другое русло. Изощренный лжец работающий по своей системе обмана... Эти 3 предложения описывают последнее задание, маленький отрывок из жизни, попытку вернуть все что потерял, когда сам воровал. Теперь ему нужно дать будущее другому, что бы получить своё. Наверное, это единственный иронично-драматический аспект более-менее заслуживающий место быть частью процесса. О посредниках нет нужды писать, как и о самом сюжете.

Во второй части фильма раскрывается потенциал практически всего. Мотивы персонажей кажутся уже не такими плоскими и тривиальными. Объясняется много деталей, которые дают более обширное представление о том, на что мы смотрим. Актерская игра\Режиссура\Звукорежиссура\Стилистическое оформление\Монтаж\Операторская работа. Это все само собой не требует лишних похвал, и нет нужды расписывать по пунктам.

Теперь о технической стороне происходящего. Дилема ведь. Все можно разделить на несколько важных составляющих. Логика с помощью которой мы генерируем и обдумываем мысли, за это отвечает левое полушарие. Во время сна, оно слабо-активно, и весь 'разум' погружается в неуправляемое человеком подсознание.(способности чтения и подавно теряются, не говоря уж об осмыслении того, что ты спишь). При этом правое, отвечающее за фантазию, разгорается в доминирующей форме. Нолан сделал не обычный шаг - переплел одно с другим. Но не был бы он собой, если бы на этом остановился.(Не для кого не секрет, что управлять (вживлять\вытаскивать мысли из головы) человека можно под банальным гипнозом. Что заставило бы кричать про неоригинальность кина.) Прибегнув к ещё более оригинальной стратегии - превратив это только в фундамент для более масштабной задумки с 'семечками'. Нам показали насколько мы уязвимы. Насколько мы не управляем ситуацией в которой находимся. Мы просто течем по течению которое нельзя изменить. Все это - одна большая реакция социума внутри социума.

Единственная придирка личного характера к экшн-сценам, которые мусолили глаза быстро мелькающими картинками.

При всем том, как мне понравился фильм, такую оценку он заслуживает только через силу:

10 из 10",0
Начало,"Может быть, это мое личное восприятие, но фильмы у Кристофера Нолана получаются хоть и впечатлительные, но не цепляющие. Так сказать, слишком хай-тек. Смотреть вроде и интересно, а никому особенно не сопереживаешь.

Ну, по порядку.

Идея - классная. Но Нолан, видимо, озираясь на свой предыдущий удачный опыт с 'Престижем', наворотил слишком многоэтажный сюжет. Наворотить-то наворотил, а главную его изюминку как-то недочел: в конце должна быть неожиданность (причем желательно не детская). В общем, с сюжетом вышло сумбурно и немного шаблонно. А что нынче поделать.

Актеры.

У меня такое ощущение, что ДиКаприо просто рожден, чтобы играть психические расстройства. Еще с детства (вспомните 'Что гложет Гилберта Грейпа?'). Вообще, актерский состав понравился и играли подобающе. Разве что, имхо, героиня Мэрион Котийяр вышла какой-то пресной. Уж она могла выжать из этой роли намного большее.

А картинка на высшем уровне, тут ничего не скажешь.

Короче говоря, фильм вышел качественный, но на шедевр мирового кинематографа не тянет по вышеперечисленным причинам.

Посему - 9 из 10.

P.S. До самых титров надеялась, что в конце покажут бомжа-ДиКаприо, просыпающегося где-то на помойке и с горечью осознающего, что нужно меньше спать и больше работать...",0
Начало,"Словами не передать мои впечатления и эмоции, когда я вышел из кинозала, после просмотра этого шедевра. Казалось бы - все темы в фантастике уже исчерпаны. Киберпанк - был. Космос - был. Но тут Нолан нашел просто уникальнейшее решение - сны. Воплотить весь мир во снах главных героев. Решение смелое и неординарное. Путешествия во снах выглядят мистически завораживающе. Но есть еще кое-что, что выделяет этот фильм - присущая Нолану психологичность. Вместе с приключениями всей команды, зритель смотрит уникальную и пронзительную драму главного героя - Кобба. Плюс, все вышесказанное, приправлено удивительными и поражающими эффектами, вместе с безгранично красивой музыкой Ганса Циммера. Стоит так же упомянуть шикарный актерский состав - Леонардо ДиКаприо, Джозеф Гордон-Левитт, Майкл Кейн, все играют ровно так, как надо.

Подводя итоги, хочу сказать, что 'Inception' - мой самый любимый фильм и первое, с чем возникают ассоциации при словах - 'научная-фантастика в кино'. Нолану удалось соединить сюжет, эффекты, постановку, музыку и поражающую атмосферу в настолько органичном симбиозе, что к фильм хочется пересматривать снова и снова. Ведь получилось очень глубокое, интеллектуальное и невероятно специфичное кино, настоящее пиршество на фоне потока бессмысленной Голливудщины. Оно, конечно, не для всех, но попробовать стоит. А еще после просмотра задаешь себе главный вопрос их тех, которые поднимает фильм - 'а каким был бы мой идеальный мир во сне'?",0
Начало,"Наверное, мне до конца жизни не суждено понять некоторых вещей, например почему люди верят в гороскопы и почему Нолана считают гением. В сагу о Бэтмене он не привнёс ничего, кроме скуки -- главный герой по-прежнему взрослый мужик в крайне нелепом и непрактичном костюме, борющийся с преступностью не менее нелепыми и неэффективными способами, можете сделать героев сколь угодно занудными, реалистичней и серьёзней действо не станет (я люблю кинокомиксы, но только весёлые и ироничные). 'Престиж', правда, был неплох, даже хорош (или это сказалась моя любовь к Тесле и Боуи?..), разве что смерть иллюзионистки совершенно неправдоподобна (почему эта дура не погибла на самой первой репетиции, интересно?), но 'Начало'...

Честно, я не понимаю, что все находят в этом фильме. Он же тосклив, как болото в пасмурный день. Меня мало развлекают перестрелки, тем более такие банальные как тут (ну ей-богу, 90-е какие-то со всеми этими 'эффектами штурмовика' и избирательно разбивающимися стёклами), спецэффекты эффектностью также не блещут. Что? Этот фильм заставляет задуматься? Но о чём? О том, почему до сих пор ходит эта байка про использование мозга на 10 процентов? Я не требую от фантастики особой научной достоверности, но коли претендуете на интеллектуальность, то извольте-с для начала сами повысить свой уровень знаний. За километр видать, что проблемами сновидений, подсознания и управления чужой личностью режиссёр никогда не интересовался в достаточной степени, чтоб прочесть хотя бы захудалую статейку в каком-нибудь Science Illustrated. Вот что толку браться за фильм о снах и внедрении нужных идей в чьё-то сознание и снимать в результате достаточно банальный боевичок, где фантастические элементы могут служить только для маскировки сюжетных дыр?

Сюжет о нереальности реальности далеко не нов: уже был и лихой 'Вспомнить всё', и нуарный 'Тёмный город', и детективный '13-й этаж', и мелодраматичный 'Открой глаза' (ну или 'Ванильное небо'), и трогательное 'Шоу Трумана', и, конечно же, нашумевшая 'Матрица' (я уж не говорю о сериях из 'Сумеречной зоны', 'Баек из склепа' и т.п.). Но заметьте, в тех фильмах поддельная реальность -- компьютерная программа или же искусственно созданные декорации, поэтому обыденность и логичность такого мира не вызывает вопросов. Но Нолан решил показать нам сны. Сны, чёрт побери!

Я понимаю, что сюрреалистические картины многих зрителей отпугивают, поэтому хороший коммерческий режиссёр может себе позволить разве что трёхсекундный эпизод со складывающимся городом да вертящуюся комнату, а дальше -- привычные потребителю небоскрёбы и автоматчики (такие бешеные 'проекции'-защитники чужого подсознания, помнится, были в игре Psychonauts, только там они выглядели как забавные 'клерки' с печатями). Но почему было не заменить сон на другую версию искусственного мира? Не обязательно опять привлекать виртуальность, можно же до дури всяких альтернатив напридумывать. Вероятно, автор хотел использовать что-то, знакомое каждому, а не напрягать лишний раз мозг (опять же, ходячие кошельки охотней тянутся к привычному). Но со снами-то в чём загвоздка? Они нам кажутся реальными не потому что они полны реалистичных деталей, а потому что во время сна наш мозг 'провозглашает' череду сумбурных и гротескных образов и ощущений 'объективной' реальностью (я помню как однажды во сне до меня вдруг начало доходить, что я сплю, я пыталась как-то это проверить, разрезала яблоко... и, увидев вылезающую из него крохотную зелёную лошадь, с облегчением 'поняла', что это реальность).

А идея с 'внедрением'? Популярность этого фильма (да и самого режиссёра) наглядно демонстрирует, что в этом деле никакие фантастические ухищрения не нужны, специально обученные люди и так с лёгкостью внедрят в ваше сознание любую угодную им идею (вот об этом бы я с удовольствием посмотрела, только, пожалуйста, что-нибудь не такое топорное как 'Москва 2017'), так что убрать нафиг фантастические элементы и найти сценариста с мозгами -- и мог бы получиться захватывающий и даже поучительный фильм.

Также кинем камень в сторону персонажей -- они более картонные, чем 'мясо' в ужастиках. Абсолютно никакие, даже главный герой -- хоть нам и демонстрировали весь фильм, как он любит свою жену, но человеком этот болванчик не стал. Заметьте, как много фильмов, включающих эпизоды, показывающие чьё-то сознание изнутри, с интересными живыми персонажами, сложными проблемами и вопросами о реальности так и остались незамеченными, едва дотянув на Кинопоиске и IMDb до 6--7 баллов (например фильм 'Франклин'). Показательно, неправда ли? Массовому зрителю неинтересны люди, главное пострелушки да пара умных фраз -- чтоб зритель мог почувствовать себя интеллектуалом. Ещё мне непонятно, почему сюжет многим показался закрученным и сложным, по мне так он прямой, как палка. Что там можно было не понять?

Если бы я не смотрела раньше ни одного фантастического фильма, если б мои знания были на уровне пятого класса, если б я велась на рекламу, то может и посчитала бы 'Начало' интеллектуальной и новаторской картиной, а так я еле вытерпела эти два с половиной часа. Редкий фильм доставлял мне такие мучения, поэтому

3 из 10

P.S. А тому, кто захочет посмотреть по-настоящему интересную и творческую картину, посвящённую проникновению в чужое сознание через общие сны, советую аниме 'Паприка'.",-1
Начало,"..где же ты?!' - так и крутилось в моей голове пока я это смотрел.

Как снимает Нолан и его идеи мне нравятся. Потому и этот фильм я ждал с тех пор, как только появилась о нем новость. Но что в итоге

• Надутые диалоги. Очень смотрятся не в тему, очень не в тему слушаются. И при этом как будто такие прямо глубокие мысли подают

• Ди Каприо. Он какой-то серый в этом фильме. В том же Острове Проклятых он гораздо лучше себя показал. Я не знаю. Может быть дело в сценарии.

• Невтемные экшн сцены. Нет я не имею в виду, что все экшн сцены были не в тему, но скажем сцена, где Ди Каприо обсуждает идею зарождения с потенциальным напарником и тут что-то начинается какая-то беготня, стрельба. Это показалось очень глупо

• Первая половина фильма до безобразия скучна.

Это пожалуй мне больше всего не понравилось. Марион Котьяр сыграла шикарно. Сцены с дракой в бешеной гравитации супер. Но это не делает фильм шедевром и уж тем более не помещает его на 4 строчку ТОПа 250. Фильм делает вид, что он какой-то глубокий, а на самом деле он до безобразия плоский. Здесь нет такой идеи, чтобы после просмотра фильма я сидел дня 3 и прокручивал в голове, я не получил от него таких впечатлений, как скажем от Бойцовского Клуба, который этот фильм обошел. Обычное попкорновое кино, которое заставляет людей чувствовать себя умнее, чем они есть.

Очень сильно разочаровался. Не шедевр

P.S. Почитал тут. Отрицательные рецензии на 'шедевры' пишутся не только, чтобы выпендриться. Просто действительно достало, что этот фильм воспринимается, как ВЕЛИКИЙ и то, что его вознесли так высоко. Престиж лучше раз в 100.

5\10",-1
Начало,"Я тут на досуге посмотрела 'Начало'. Я последнее время стараюсь крайне избирательно относиться к тому, что смотрю и всячески избегать фильмов, о которых мне более 10 человек сразу говорят, что это шедевр. У меня сразу же возникает ощущение, что я в каком-то дорогостоящем ресторане пробую новый изыск от шеф-повара, и на вид это какое-то устрашающее варево, а по вкусу и вовсе похоже на винегрет, но вы едите, улыбаетесь и говорите, что очень вкусно лишь для того, чтобы не прослыть человеком с дурным вкусом.

Но в этот раз я снова не устояла. Если и есть в чем-то гениальность Нолана, так это в том, как он настоятельно не разрешает вам думать на протяжении двух часов. Вы сидите как настоящий расфасовщик и раскидываете предоставленные вам факты, коих действительно много, по многочисленным коробкам. Один раз собьетесь, всё придется начинать сначала. Даже персонажи Нолана зачастую лишены человеского лица, они картонные куклы, которые наделены лишь определяющим сюжет, все строго по-сценарию, как говорится, неким количеством биографических данных. Сочувствую ли я Кристиану Бейлу в 'Престиже'? Нет. Испытываю ли отвращение к Аарону Экхарту в 'Бэтмене'? Нет. Соблазняюсь ли я Скарлет в 'Престиже'? Нет. Переживаю ли я за Леонардо? Нет. Пугает ли меня новый Джокер в исполнении Леджера? Нет. Но зато как вовремя для раскрутки фильма человек умер.

Вот и с сюжетом тоже самое. Мне по сути без разницы, что там далее случится с этими картонными куклами. А посмотрев хотя бы один фильм Нолана вы будете знать, в каком направлении будет развиваться сюжет следующего. Да и зрителю не до сюжета, он ведь на протяжении 2 часов раскладывает сложносочитаемые, а порой и просто противоречащие факты по коробкам. Потому что, если он перестанет это делать хотя бы на минуту, он поймет, какую чушь он смотрит.

Я бы и не возмущалась таким раскладом вещей вовсе, если бы на каждом dvd с фильмом Нолана с завидной частотой не встречалось словосочетание 'интеллектуальный шедевр'. Ага, Версаче для бедных.",-1
